,name,phone,price_range,year_in_business,amenities,categories,city_name,city_code,zip_code,updated_at,open_status,website,order_online,rating,rating_count,rating,rating_count,rating
2473,Pho King Way,(310) 327-5464,,12.0,"['Wheelchair accessible', 'Has Wifi']","['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",Carson,CA,90746.0,2023-05-16 03:07:10.661548,OPEN NOW,,Order Online,5.0,12.0,,,6.35
2474,Crawfish Corner,(424) 337-0111,2.0,,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Seafood Restaurants']",Carson,CA,90745.0,2023-05-16 03:07:10.672616,OPEN NOW,,,4.0,,,,
2475,Blue Lotus Vietnamese Cuisine,(310) 518-9538,1.0,14.0,['Wheelchair accessible'],"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",Carson,CA,90745.0,2023-05-16 03:07:10.694035,OPEN NOW,,,1.0,14.0,4.0,21.0,7.4
2476,Teriyaki Factory,(310) 549-1234,1.0,24.0,['Wheelchair accessible'],"['Restaurants', 'Japanese Restaurants']",Carson,CA,90745.0,2023-05-16 03:07:10.752670,OPEN NOW,,Order Online,1.0,24.0,3.5,3.0,5.61
2477,Ann_s Fish Market,(310) 719-8737,1.0,,['Wheelchair accessible'],"['Restaurants', 'Seafood Restaurants', 'Caterers']",Carson,CA,90746.0,2023-05-16 03:07:10.769970,CLOSED NOW,,Order Online,1.0,,4.0,1.0,
2478,Hiccups,(562) 358-6828,1.0,,,['Restaurants'],South Gate,CA,90280.0,2023-05-16 03:07:21.255799,OPEN NOW,https://www.facebook.com/hiccupssouthgate,Order Online,,,,,
2479,Black Angus Steakhouse,(818) 701-1600,2.0,59.0,"['Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'Steak Houses', 'American Restaurants']",Northridge,CA,91324.0,2023-05-16 03:07:30.208684,OPEN NOW,http://locations.blackangus.com/ll/US/CA/Northridge/9145-Corbin-Avenue,Order Online,3.5,59.0,3.5,63.0,7.7
2480,Corosal,(818) 897-6910,,,,['Restaurants'],Pacoima,CA,91331.0,2023-05-16 03:07:24.330757,,,,,,,,
2481,Sriracha Thai Restaurant,(310) 835-3381,1.0,,['Wheelchair accessible'],"['Restaurants', 'Thai Restaurants', 'Family Style Restaurants']",Carson,CA,90745.0,2023-05-16 03:07:10.607972,OPEN NOW,,Order Online,,,5.0,1.0,7.71
2482,Darrow_s New Orleans Grill,(424) 570-0531,2.0,,"['Offers outdoor seating', 'Serves alcohol']","['Restaurants', 'American Restaurants', 'Caterers']",Carson,CA,90745.0,2023-05-16 03:07:10.808330,OPEN NOW,https://www.darrowsneworleansgrill.com,,,,4.5,19.0,6.7
2483,Evan Angelo_s Gelateria & Coffee Bar,(310) 765-4855,1.0,,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Italian Restaurants', 'Caterers']",Carson,CA,90746.0,2023-05-16 03:07:10.873157,OPEN NOW,http://www.evanangelosgelato.com,,,,5.0,12.0,
2484,Pho Crystal 3,(424) 344-2074,,,,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",Carson,CA,90746.0,2023-05-16 03:07:10.885969,CLOSED NOW,,,,,5.0,1.0,
2485,Rockin_ Cajun Seafood And Grill,(310) 965-9799,2.0,,,"['Restaurants', 'Seafood Restaurants', 'Fish & Seafood Markets']",Carson,CA,90746.0,2023-05-16 03:07:10.898290,OPEN NOW,http://www.rockincajun.net,Order Online,,,4.0,44.0,
2486,Majing_s,(310) 830-0808,1.0,,,"['Restaurants', 'Chinese Restaurants', 'Caterers']",Carson,CA,90745.0,2023-05-16 03:07:10.937371,CLOSED NOW,,,,,,,
2487,The Crab Shack,(562) 448-3394,,,,"['Restaurants', 'Seafood Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.308422,OPEN NOW,http://tcrabshack.com,,,,,,
2488,Lupitas Family Restaurant,(310) 830-8081,2.0,55.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Family Style Restaurants', 'Caterers']",Carson,CA,90745.0,2023-05-16 03:07:10.976228,OPEN NOW,http://www.lupitas-restaurant.com/about.html,,,55.0,,,
2489,Quickly Boba,(310) 200-0792,1.0,,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Coffee Shops', 'Coffee & Tea']",Carson,CA,90745.0,2023-05-16 03:07:10.988594,CLOSED NOW,http://www.quicklyusa.com,Order Online,,,,,6.93
2490,Pupuseria La Placita Portenia,(310) 835-7777,,,,"['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']",Carson,CA,90745.0,2023-05-16 03:07:11.101120,,http://www.aztecamex.com,,,,,,
2491,Fresh & Meaty Burgers,(424) 536-3046,1.0,,,"['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']",Carson,CA,90745.0,2023-05-16 03:07:11.123328,CLOSED NOW,https://www.bestturkeyburgerlosangeles.com/contact-us,Order Online,,,,,
2492,Fiesta Barbecue & Bibingka,(310) 518-7860,,,,"['Restaurants', 'Filipino Restaurants', 'Barbecue Restaurants']",Carson,CA,90745.0,2023-05-16 03:07:11.144003,CLOSED NOW,https://www.fiestabarbecueandbibingka.com,Order Online,,,5.0,1.0,
2493,Charleys,(424) 266-9073,,,,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']",Carson,CA,90746.0,2023-05-16 03:07:11.175721,OPEN NOW,http://www.charleys.com/locations/southbay-pavillion,,,,,,
2494,Restaurant 917,(310) 527-0917,3.0,6.0,,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']",Carson,CA,90745.0,2023-05-16 03:07:11.186797,CLOSED NOW,http://www.restaurant917.com,,,6.0,4.5,30.0,7.74
2495,House of Sandwiches,(310) 516-1948,,37.0,['Has Wifi'],"['Restaurants', 'Sandwich Shops', 'Delicatessens']",Carson,CA,90746.0,2023-05-16 03:07:11.198517,CLOSED NOW,,,,37.0,3.0,2.0,
2496,House of Seafood Inc,(310) 965-9799,2.0,13.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Seafood Restaurants', 'Caterers']",Carson,CA,90746.0,2023-05-16 03:07:11.209594,OPEN NOW,http://www.thehouseofseafood.com,,,13.0,,,7.73
2497,Chinese Deli,(310) 834-1747,1.0,12.0,['Wheelchair accessible'],"['Restaurants', 'Chinese Restaurants', 'Take Out Restaurants']",Carson,CA,90745.0,2023-05-16 03:07:11.232643,OPEN NOW,https://www.chinesedelicarson.com/visit-us,,,12.0,4.0,1.0,
2498,My Father_s Barbeque,(310) 817-4166,2.0,,['Offers outdoor seating'],"['Restaurants', 'Barbecue Restaurants', 'Caterers']",Carson,CA,90746.0,2023-05-16 03:07:11.268674,,https://www.myfathersbbq.com,Order Online,,,4.0,8.0,5.74
2499,Lins_s Garden,(310) 513-1418,1.0,9.0,['Wheelchair accessible'],"['Restaurants', 'Delivery Service', 'Take Out Restaurants']",Carson,CA,90745.0,2023-05-16 03:07:11.309159,OPEN NOW,http://www.linsgardenmenu.com,,,9.0,,,
2500,Villatoro_s Burger,(310) 324-1903,,,,"['Restaurants', 'Hamburgers & Hot Dogs', 'American Restaurants']",Carson,CA,90746.0,2023-05-16 03:07:11.347729,,,,,,,,
2501,Lucky Star Cafe Mexican Grill,(310) 764-4511,1.0,30.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']",Carson,CA,90746.0,2023-05-16 03:07:11.456594,OPEN NOW,http://www.luckystarcafe.com,Order Online,,30.0,4.5,2.0,7.07
2502,Alea Cafe,(310) 549-5384,1.0,,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']",Carson,CA,90810.0,2023-05-16 03:07:11.477853,OPEN NOW,http://www.aleacafe.com,Order Online,,,,,
2503,Manila Sunrise,(310) 835-1999,1.0,49.0,['Wheelchair accessible'],"['Restaurants', 'Filipino Restaurants', 'Caterers']",Carson,CA,90745.0,2023-05-16 03:07:11.541219,CLOSED NOW,,Order Online,,49.0,5.0,1.0,8.17
2504,Tony Roma_s,(310) 329-5723,2.0,51.0,['Serves alcohol'],"['Restaurants', 'American Restaurants', 'Barbecue Restaurants']",Carson,CA,90746.0,2023-05-16 03:07:11.562893,OPEN NOW,https://tonyromas.com,Order Online,,51.0,3.5,43.0,6.57
2505,Mahina Hawaiian BBQ,(310) 787-8638,1.0,20.0,['Wheelchair accessible'],"['Restaurants', 'Barbecue Restaurants', 'Caterers']",Carson,CA,90745.0,2023-05-16 03:07:11.584372,OPEN NOW,http://mahinabbq.wix.com/mahina,,,20.0,,,5.47
2506,Tony_s Barbecue & Bbngkntn,(310) 518-7860,,,['Wheelchair accessible'],"['Restaurants', 'Barbecue Restaurants', 'Caterers']",Carson,CA,90745.0,2023-05-16 03:07:11.605520,CLOSED NOW,,,,,,,7.27
2507,So Pho So Good,(310) 847-5518,1.0,13.0,"['Wheelchair accessible', 'Has Wifi', 'Takes reservations']","['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",Carson,CA,90745.0,2023-05-16 03:07:11.647061,CLOSED NOW,,,,13.0,4.0,3.0,
2508,El Pescador Family Restaurant,(310) 327-3774,2.0,14.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Family Style Restaurants', 'Bars']",Carson,CA,90746.0,2023-05-16 03:07:11.668646,OPEN NOW,http://www.elpescadorrestaurants.com/carson/index.html,Order Online,3.5,14.0,4.0,52.0,7.62
2509,Parkers_ Lighthouse,(562) 432-6500,3.0,40.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Steak Houses', 'Banquet Halls & Reception Facilities']",Long Beach,CA,90802.0,2023-05-16 03:07:12.416363,OPEN NOW,http://parkerslighthouse.com/home,,4.0,40.0,4.0,1348.0,7.57
2510,The War House,(562) 424-3180,2.0,47.0,['Wheelchair accessible'],"['Restaurants', 'Toy Stores', 'Seafood Restaurants']",Long Beach,CA,90806.0,2023-05-16 03:07:12.429513,CLOSED NOW,http://www.thewarhouselongbeach.com,,,47.0,,,6.17
2511,Goldilocks,(562) 865-3131,2.0,57.0,"['Wheelchair accessible', 'Takes reservations']","['Restaurants', 'Filipino Restaurants', 'Asian Restaurants']",Cerritos,CA,90703.0,2023-05-16 03:07:15.443074,CLOSED NOW,,Order Online,,57.0,4.0,11.0,6.62
2512,Spires Restaurant,(310) 644-9593,1.0,30.0,['Wheelchair accessible'],"['Restaurants', 'American Restaurants', 'Coffee Shops']",Lawndale,CA,90260.0,2023-05-16 03:07:56.318110,OPEN NOW,,Order Online,,30.0,3.5,27.0,6.3
2513,Tantalum Restaurant,(562) 431-1414,2.0,19.0,"['Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'American Restaurants', 'Caterers']",Long Beach,CA,90803.0,2023-05-16 03:07:12.388077,OPEN NOW,http://www.tantalumrestaurant.com,Order Online,,19.0,4.0,231.0,8.43
2514,555 East American Steakhouse,(562) 437-0626,3.0,27.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Steak Houses', 'Seafood Restaurants']",Long Beach,CA,90802.0,2023-05-16 03:07:12.402865,OPEN NOW,http://www.555east.com,Order Online,5.0,27.0,4.5,484.0,8.99
2515,King_s Fish House,(818) 225-1979,2.0,46.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'American Restaurants', 'Seafood Restaurants']",Calabasas,CA,91302.0,2023-05-16 03:07:38.009500,OPEN NOW,http://www.kingsfishhouse.com,Order Online,4.5,46.0,4.0,383.0,7.68
2516,Gaslamp Restaurant & Bar,(562) 596-4718,2.0,18.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'American Restaurants', 'Bars']",Long Beach,CA,90803.0,2023-05-16 03:07:12.482567,CLOSED NOW,http://www.gaslamplongbeach.com,Order Online,3.0,18.0,3.5,52.0,7.38
2517,Papaluccis,(562) 434-4454,2.0,33.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Take Out Restaurants', 'Italian Restaurants']",Long Beach,CA,90803.0,2023-05-16 03:07:12.495625,OPEN NOW,http://www.papaluccis.com,,,33.0,,,
2518,Nico_s Restaurant,(562) 434-4479,3.0,,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'American Restaurants', 'Italian Restaurants']",Long Beach,CA,90803.0,2023-05-16 03:07:12.507976,OPEN NOW,,,,,4.5,35.0,7.94
2519,L_Opera,(562) 491-0066,4.0,33.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Italian Restaurants', 'Caterers']",Long Beach,CA,90802.0,2023-05-16 03:07:12.520858,OPEN NOW,http://www.lopera.com,,3.0,33.0,4.5,423.0,9.01
2520,Picosito Restaurant,(562) 984-7246,1.0,20.0,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Latin American Restaurants', 'Caterers']",Long Beach,CA,90805.0,2023-05-16 03:07:12.532371,OPEN NOW,http://picositorestaurantsmobile.mposecuresystems3.com/users/editorialdisp.php?mn=110495&fn=menu,,,20.0,4.0,4.0,
2521,Vino & Cucina,(562) 421-0124,2.0,15.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Italian Restaurants', 'Caterers']",Long Beach,CA,90808.0,2023-05-16 03:07:12.544408,CLOSED NOW,http://www.vinocucina.com,Order Online,5.0,15.0,4.0,48.0,7.74
2522,Taco Surf,(562) 434-8646,2.0,16.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Mexican Restaurants', 'Caterers']",Long Beach,CA,90803.0,2023-05-16 03:07:12.555845,OPEN NOW,http://www.tacoshore.com,Order Online,5.0,16.0,4.0,45.0,6.72
2523,Gladstone_s Long Beach,(562) 432-8588,2.0,19.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Seafood Restaurants', 'Bars']",Long Beach,CA,90802.0,2023-05-16 03:07:12.568011,OPEN NOW,http://www.gladstoneslongbeach.com,Order Online,3.0,19.0,4.0,826.0,7.64
2524,Phil Trani_s Fine Food and Spirits,(562) 426-3668,2.0,33.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Italian Restaurants', 'Caterers']",Long Beach,CA,90807.0,2023-05-16 03:07:12.579545,OPEN NOW,http://www.philtrani.com,Order Online,,33.0,4.0,34.0,6.34
2525,Schooner or Later,(562) 430-3495,2.0,39.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Good for families']","['Restaurants', 'Pizza', 'American Restaurants']",Long Beach,CA,90803.0,2023-05-16 03:07:12.591892,CLOSED NOW,https://www.schoonerorlater.com,Order Online,,39.0,4.0,261.0,8.41
2526,E J Malloy_s,(562) 424-5000,2.0,22.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'American Restaurants', 'Sports Bars']",Long Beach,CA,90807.0,2023-05-16 03:07:12.603635,OPEN NOW,http://www.ejspubbk.com,,,22.0,4.0,20.0,6.7
2527,La Ceiba Restaurant,(562) 590-3186,1.0,16.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Family Style Restaurants', 'Caterers']",Long Beach,CA,90813.0,2023-05-16 03:07:12.615407,OPEN NOW,http://laceibarestaurant.com,,,16.0,,,7.13
2528,Eggs Etc,(562) 433-9588,1.0,48.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for families']","['Restaurants', 'Breakfast, Brunch & Lunch Restaurants', 'Family Style Restaurants']",Long Beach,CA,90814.0,2023-05-16 03:07:12.627085,CLOSED NOW,,Order Online,5.0,48.0,4.0,19.0,7.88
2529,Open Sesame,(562) 621-1698,1.0,24.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Middle Eastern Restaurants', 'Asian Restaurants']",Long Beach,CA,90803.0,2023-05-16 03:07:12.638384,OPEN NOW,https://www.opensesamegrill.com,Order Online,3.5,24.0,4.5,454.0,8.7
2530,Dale_s Diner,(562) 425-7285,2.0,35.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for families']","['Restaurants', 'American Restaurants', 'Coffee Shops']",Long Beach,CA,90808.0,2023-05-16 03:07:12.651150,OPEN NOW,http://www.dalesdiner.com,,5.0,35.0,4.5,40.0,8.22
2531,Thai Gourmet,(562) 438-5838,2.0,14.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",Long Beach,CA,90803.0,2023-05-16 03:07:12.722485,OPEN NOW,http://www.thaigourmetlongbeach.com,Order Online,,14.0,4.0,19.0,
2532,El Cortez Restaurant,(562) 270-1647,2.0,11.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Family Style Restaurants', 'Caterers']",Long Beach,CA,90805.0,2023-05-16 03:07:12.748958,OPEN NOW,http://www.elcortezrestaurante.com,,,11.0,3.0,5.0,7.16
2533,Cafe Sevilla,(562) 495-1111,2.0,,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'Tapas', 'Latin American Restaurants']",Long Beach,CA,90802.0,2023-05-16 03:07:12.769547,OPEN NOW,http://cafesevilla.com,Order Online,5.0,,4.0,226.0,6.34
2534,Georgie_s Place,(562) 426-9115,1.0,17.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi']","['Restaurants', 'Mediterranean Restaurants', 'Caterers']",Long Beach,CA,90807.0,2023-05-16 03:07:12.803752,OPEN NOW,,,5.0,17.0,4.5,11.0,7.2
2535,Ferraros Cucina Italiana,(562) 938-9464,2.0,9.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Italian Restaurants', 'Pizza']",Long Beach,CA,90808.0,2023-05-16 03:07:12.820560,OPEN NOW,http://ferrarositaliankitchen.com,,3.5,9.0,,,
2536,Naples Rib Company,(562) 439-7427,2.0,39.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'American Restaurants', 'Barbecue Restaurants']",Long Beach,CA,90803.0,2023-05-16 03:07:12.837741,OPEN NOW,http://www.ribcompany.com,Order Online,,39.0,4.5,178.0,8.07
2537,Que Buena,(818) 896-0614,,,,['Restaurants'],Pacoima,CA,91331.0,2023-05-16 03:07:24.364764,,,,,,,,
2538,The Crab Pot,(562) 430-0272,2.0,26.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Seafood Restaurants', 'Bars']",Long Beach,CA,90803.0,2023-05-16 03:07:12.440899,OPEN NOW,http://www.crabpotlongbeach.com,Order Online,4.5,26.0,4.0,155.0,7.86
2539,The Crooked Duck,(562) 494-5118,2.0,11.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']",Long Beach,CA,90804.0,2023-05-16 03:07:12.971744,CLOSED NOW,http://www.thecrookedduck.com,,,11.0,4.5,113.0,8.4
2540,Englanddale Fish N Chips,(562) 426-7400,1.0,31.0,['Wheelchair accessible'],"['Restaurants', 'Seafood Restaurants', 'Take Out Restaurants']",Long Beach,CA,90806.0,2023-05-16 03:07:12.984254,OPEN NOW,,,5.0,31.0,4.5,12.0,6.88
2541,Sushi West,(562) 424-5004,1.0,21.0,['Wheelchair accessible'],"['Restaurants', 'Take Out Restaurants', 'American Restaurants']",Long Beach,CA,90807.0,2023-05-16 03:07:12.996057,OPEN NOW,http://sushiwest.net,Order Online,5.0,21.0,4.0,18.0,6.13
2542,Sushi Ai,(562) 439-1950,1.0,,"['Offers outdoor seating', 'Serves alcohol']","['Restaurants', 'Japanese Restaurants', 'Sushi Bars']",Long Beach,CA,90803.0,2023-05-16 03:07:13.007726,,https://www.facebook.com/sushiai.longbeach,Order Online,4.0,,4.5,15.0,
2543,Long Beach Fish Grill,(562) 986-6900,2.0,15.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Seafood Restaurants', 'American Restaurants']",Long Beach,CA,90804.0,2023-05-16 03:07:13.019422,CLOSED NOW,http://www.longbeachfishgrill.com,,,15.0,4.5,38.0,8.71
2544,MALAINEYS GRILL,(562) 598-9431,,10.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Irish Restaurants', 'Steak Houses']",Long Beach,CA,90803.0,2023-05-16 03:07:13.030579,OPEN NOW,https://malaineysgrill.com,,,10.0,3.5,55.0,
2545,Super Taco,(562) 427-4887,1.0,26.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Mexican Restaurants', 'Take Out Restaurants']",Long Beach,CA,90806.0,2023-05-16 03:07:13.042357,OPEN NOW,http://www.super-taco.com,,,26.0,,,
2546,The Small Cafe,(562) 434-0226,2.0,23.0,"['Offers outdoor seating', 'Has Wifi', 'Serves alcohol']","['Restaurants', 'Coffee Shops', 'American Restaurants']",Long Beach,CA,90803.0,2023-05-16 03:07:13.054116,OPEN NOW,http://www.facebook.com/The-Small-Cafe-Naples-197946803560116,Order Online,,23.0,4.0,21.0,7.98
2547,Tokyo Wako,(562) 435-7600,2.0,8.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",Long Beach,CA,90802.0,2023-05-16 03:07:13.065575,OPEN NOW,http://www.tokyo-wako.com,Order Online,1.0,8.0,3.5,81.0,5.77
2548,Ristorante daVinci,(562) 685-8111,2.0,17.0,,"['Restaurants', 'Pizza', 'Italian Restaurants']",Long Beach,CA,90806.0,2023-05-16 03:07:13.087743,OPEN 24 Hours,,Order Online,5.0,17.0,,,
2549,Pike Restaurant and Bar,(562) 437-4453,2.0,14.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","['Restaurants', 'Seafood Restaurants', 'Cocktail Lounges']",Long Beach,CA,90802.0,2023-05-16 03:07:13.110750,OPEN NOW,http://www.pikelongbeach.com,,,14.0,4.0,23.0,8.14
2550,Fresh Kabobs,(562) 951-1227,4.0,12.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Has Wifi']","['Restaurants', 'Mediterranean Restaurants', 'Caterers']",Long Beach,CA,90802.0,2023-05-16 03:07:13.122705,OPEN NOW,http://www.orderfreshkabobs.com,,,12.0,3.5,17.0,7.13
2551,Mosher_s Gourmet Deli,(562) 432-6267,1.0,17.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'American Restaurants', 'Delicatessens']",Long Beach,CA,90802.0,2023-05-16 03:07:13.134355,CLOSED NOW,http://www.moshersgourmet.com,Order Online,,17.0,4.5,28.0,6.07
2552,Village Inn Fish & Chips,(562) 430-2977,1.0,48.0,['Wheelchair accessible'],"['Restaurants', 'Seafood Restaurants', 'Take Out Restaurants']",Long Beach,CA,90815.0,2023-05-16 03:07:13.146471,OPEN NOW,,,,48.0,,,7.8
